area,areaid,dailydose1,dailydose2,dailydose3,daydiff,daytotal,referencedate,totaldistinctpersons,totaldose1,totaldose2,totaldose3,totalvaccinations
ΒΟΙΩΤΙΑΣ,801,586,754,0,-51,1240,2021-05-11T00:00:00,29327,29327,13472,0,42215
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,5818,4143,0,8,9764,2021-05-11T00:00:00,263693,263694,145006,0,407530
ΓΡΕΒΕΝΩΝ,301,132,289,0,-8,371,2021-05-11T00:00:00,8424,8424,5582,0,13716
ΔΡΑΜΑΣ,101,350,473,0,-92,773,2021-05-11T00:00:00,18860,18860,10843,0,29408
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,224,481,0,-3,705,2021-05-11T00:00:00,20736,20737,10854,0,31591
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,4970,2417,0,-206,7277,2021-05-11T00:00:00,126392,126393,58200,0,183999
ΕΒΡΟΥ,102,629,780,0,-113,1309,2021-05-11T00:00:00,31845,31845,18206,0,49451
ΕΥΒΟΙΑΣ,802,714,1119,0,-172,1732,2021-05-11T00:00:00,42755,42756,23589,0,65653
ΕΥΡΥΤΑΝΙΑΣ,803,62,129,0,-27,151,2021-05-11T00:00:00,3759,3759,2489,0,5983
ΖΑΚΥΝΘΟΥ,601,295,205,0,-10,455,2021-05-11T00:00:00,8977,8977,4478,0,13170
ΗΛΕΙΑΣ,703,908,737,0,-101,1543,2021-05-11T00:00:00,30918,30918,14723,0,45022
ΗΜΑΘΙΑΣ,201,538,739,0,-146,1202,2021-05-11T00:00:00,28153,28153,15872,0,43520
ΗΡΑΚΛΕΙΟΥ,1301,1534,1274,0,-151,2713,2021-05-11T00:00:00,63763,63763,30811,0,93987
ΘΑΣΟΥ,103,141,109,0,-1,250,2021-05-11T00:00:00,4044,4044,2667,0,6711
ΘΕΣΠΡΩΤΙΑΣ,402,151,442,0,-30,543,2021-05-11T00:00:00,14519,14519,9198,0,23417
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,5470,7005,0,-51,12142,2021-05-11T00:00:00,295462,295465,154362,0,447770
ΘΗΡΑΣ,1202,200,231,0,-30,376,2021-05-11T00:00:00,5172,5172,3593,0,8465
ΙΘΑΚΗΣ,602,21,81,0,12,102,2021-05-11T00:00:00,1690,1690,1382,0,3072
ΙΚΑΡΙΑΣ,1101,102,83,0,-46,185,2021-05-11T00:00:00,3828,3828,2056,0,5884
ΙΩΑΝΝΙΝΩΝ,403,951,831,0,16,1682,2021-05-11T00:00:00,40577,40578,21618,0,61607
ΚΑΒΑΛΑΣ,104,501,616,0,-224,1067,2021-05-11T00:00:00,26602,26602,14480,0,40782
ΚΑΛΥΜΝΟΥ,1203,284,171,0,-218,375,2021-05-11T00:00:00,7385,7385,4611,0,11646
ΚΑΡΔΙΤΣΑΣ,501,595,503,0,-122,1053,2021-05-11T00:00:00,26842,26842,11649,0,38201
ΚΑΡΠΑΘΟΥ,1204,75,55,0,10,130,2021-05-11T00:00:00,2893,2893,1896,0,4789
ΚΑΣΤΟΡΙΑΣ,302,249,399,0,-14,603,2021-05-11T00:00:00,14707,14707,8860,0,23282
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,22,138,0,-53,160,2021-05-11T00:00:00,2438,2438,1648,0,4086
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,3683,6965,0,-122,10016,2021-05-11T00:00:00,305830,305832,179614,0,481859
ΚΕΡΚΥΡΑΣ,603,684,539,0,-50,1178,2021-05-11T00:00:00,24837,24837,12624,0,37172
ΚΕΦΑΛΛΗΝΙΑΣ,604,231,297,0,-20,473,2021-05-11T00:00:00,9954,9954,6019,0,15606
ΚΙΛΚΙΣ,203,413,448,0,-87,786,2021-05-11T00:00:00,18176,18176,12443,0,30174
ΚΟΖΑΝΗΣ,303,612,897,0,-154,1409,2021-05-11T00:00:00,33082,33082,18220,0,50702
ΚΟΡΙΝΘΙΑΣ,1003,707,652,0,-32,1314,2021-05-11T00:00:00,29172,29172,11375,0,40262
ΚΩ,1206,98,195,0,-12,293,2021-05-11T00:00:00,7706,7706,4397,0,12103
ΛΑΚΩΝΙΑΣ,1004,455,482,0,-77,837,2021-05-11T00:00:00,18436,18436,9923,0,27759
ΛΑΡΙΣΑΣ,502,1396,1333,0,-222,2631,2021-05-11T00:00:00,55691,55691,25185,0,80293
ΛΑΣΙΘΙΟΥ,1302,349,774,0,-36,947,2021-05-11T00:00:00,22465,22465,15080,0,36465
ΛΕΣΒΟΥ,1102,230,458,0,-90,638,2021-05-11T00:00:00,17013,17013,9467,0,26175
ΛΕΥΚΑΔΑΣ,605,178,150,0,-12,283,2021-05-11T00:00:00,7059,7059,3822,0,10596
ΛΗΜΝΟΥ,1103,129,101,0,-14,203,2021-05-11T00:00:00,4515,4515,2506,0,6852
ΜΑΓΝΗΣΙΑΣ,503,963,927,0,-79,1845,2021-05-11T00:00:00,38491,38491,18608,0,56809
ΜΕΣΣΗΝΙΑΣ,1005,916,832,0,-76,1649,2021-05-11T00:00:00,33590,33590,17096,0,50102
ΜΗΛΟΥ,1207,324,116,0,-97,440,2021-05-11T00:00:00,5436,5436,3449,0,8885
ΜΥΚΟΝΟΥ,1208,37,47,0,0,84,2021-05-11T00:00:00,1592,1592,1178,0,2770
ΝΑΞΟΥ,1209,107,130,0,4,237,2021-05-11T00:00:00,4718,4718,2631,0,7349
ΝΗΣΩΝ,906,233,556,0,-135,789,2021-05-11T00:00:00,20368,20369,12283,0,32652
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,4012,2338,0,-167,6304,2021-05-11T00:00:00,108495,108495,36162,0,144367
ΞΑΝΘΗΣ,105,428,474,0,-182,857,2021-05-11T00:00:00,19069,19069,10103,0,28882
ΠΑΡΟΥ,1210,64,25,0,-2,89,2021-05-11T00:00:00,2666,2666,1660,0,4326
ΠΕΙΡΑΙΩΣ,908,692,1731,0,-41,2333,2021-05-11T00:00:00,81686,81686,46316,0,127448
ΠΕΛΛΑΣ,204,354,1130,0,-51,1409,2021-05-11T00:00:00,33083,33084,21686,0,54230
ΠΙΕΡΙΑΣ,205,379,727,0,-53,1056,2021-05-11T00:00:00,26010,26010,15836,0,41546
ΠΡΕΒΕΖΑΣ,404,261,362,0,-83,573,2021-05-11T00:00:00,15644,15644,5691,0,21035
ΡΕΘΥΜΝΟΥ,1303,220,525,0,-108,695,2021-05-11T00:00:00,18817,18817,10764,0,29281
ΡΟΔΟΠΗΣ,106,420,493,0,-49,863,2021-05-11T00:00:00,19147,19147,9452,0,28304
ΡΟΔΟΥ,1211,505,336,0,-17,791,2021-05-11T00:00:00,19495,19495,9234,0,28434
ΣΑΜΟΥ,1104,129,125,0,-4,254,2021-05-11T00:00:00,6060,6060,3042,0,9102
ΣΕΡΡΩΝ,206,608,797,0,-211,1355,2021-05-11T00:00:00,31960,31960,14743,0,46403
ΣΠΟΡΑΔΩΝ,504,160,189,0,-59,349,2021-05-11T00:00:00,4773,4773,2345,0,7118
ΣΥΡΟΥ,1212,114,124,0,-1,188,2021-05-11T00:00:00,5167,5167,2663,0,7535
ΤΗΝΟΥ,1213,93,27,0,-234,120,2021-05-11T00:00:00,2511,2511,1418,0,3929
ΤΡΙΚΑΛΩΝ,505,577,587,0,-66,1114,2021-05-11T00:00:00,27753,27753,14048,0,41511
ΦΘΙΩΤΙΔΑΣ,804,706,720,0,-102,1376,2021-05-11T00:00:00,31482,31482,15219,0,46401
ΦΛΩΡΙΝΑΣ,304,149,473,0,-19,587,2021-05-11T00:00:00,12970,12970,8602,0,21372
ΦΩΚΙΔΑΣ,805,235,236,0,-23,420,2021-05-11T00:00:00,7401,7401,4167,0,11288
ΧΑΛΚΙΔΙΚΗΣ,207,497,650,0,-54,1097,2021-05-11T00:00:00,23997,23997,12711,0,36419
ΧΑΝΙΩΝ,1304,831,936,0,-27,1717,2021-05-11T00:00:00,39288,39288,21966,0,60955
ΧΙΟΥ,1105,276,182,0,-1,408,2021-05-11T00:00:00,11182,11183,4940,0,15823
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,1173,788,0,-51,1869,2021-05-12T00:00:00,40149,40149,15513,0,55014
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,1126,1263,0,-52,2339,2021-05-12T00:00:00,68664,68664,30905,0,99220
ΑΝΔΡΟΥ,1201,164,45,0,-6,209,2021-05-12T00:00:00,3330,3330,1460,0,4790
ΑΡΓΟΛΙΔΑΣ,1001,533,607,0,22,1040,2021-05-12T00:00:00,23517,23517,12204,0,35041
ΑΡΚΑΔΙΑΣ,1002,431,338,0,-11,724,2021-05-12T00:00:00,19723,19723,8848,0,28227
ΑΡΤΑΣ,401,273,275,0,-2,500,2021-05-12T00:00:00,13407,13407,8631,0,21700
ΑΧΑΪΑΣ,702,1900,1222,0,-84,2941,2021-05-12T00:00:00,68120,68120,31942,0,98735
ΒΟΙΩΤΙΑΣ,801,574,644,0,-66,1174,2021-05-12T00:00:00,29901,29901,14116,0,43389
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,5364,3955,0,-644,9120,2021-05-12T00:00:00,269057,269058,148961,0,416650
ΓΡΕΒΕΝΩΝ,301,97,268,0,-46,325,2021-05-12T00:00:00,8521,8521,5850,0,14041
ΔΡΑΜΑΣ,101,357,468,0,2,775,2021-05-12T00:00:00,19217,19217,11311,0,30183
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,222,477,0,-6,699,2021-05-12T00:00:00,20958,20959,11331,0,32290
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,4802,2378,0,-201,7076,2021-05-12T00:00:00,131194,131195,60578,0,191075
ΕΒΡΟΥ,102,623,756,0,-30,1279,2021-05-12T00:00:00,32468,32468,18962,0,50730
ΕΥΒΟΙΑΣ,802,727,1027,0,-79,1653,2021-05-12T00:00:00,43482,43483,24616,0,67306
ΕΥΡΥΤΑΝΙΑΣ,803,56,105,0,-20,131,2021-05-12T00:00:00,3815,3815,2594,0,6114
ΖΑΚΥΝΘΟΥ,601,288,224,0,12,467,2021-05-12T00:00:00,9265,9265,4702,0,13637
ΗΛΕΙΑΣ,703,867,680,0,-51,1492,2021-05-12T00:00:00,31785,31785,15403,0,46514
ΗΜΑΘΙΑΣ,201,494,698,0,-85,1117,2021-05-12T00:00:00,28647,28647,16570,0,44637
ΗΡΑΚΛΕΙΟΥ,1301,1564,1213,0,-32,2681,2021-05-12T00:00:00,65327,65327,32024,0,96668
ΘΑΣΟΥ,103,138,98,0,-14,236,2021-05-12T00:00:00,4182,4182,2765,0,6947
ΘΕΣΠΡΩΤΙΑΣ,402,172,424,0,3,546,2021-05-12T00:00:00,14691,14691,9622,0,23963
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,5138,6905,0,-378,11764,2021-05-12T00:00:00,300600,300603,161267,0,459534
ΘΗΡΑΣ,1202,185,289,0,3,379,2021-05-12T00:00:00,5357,5357,3882,0,8844
ΙΘΑΚΗΣ,602,25,77,0,0,102,2021-05-12T00:00:00,1715,1715,1459,0,3174
ΙΚΑΡΙΑΣ,1101,67,80,0,-38,147,2021-05-12T00:00:00,3895,3895,2136,0,6031
ΙΩΑΝΝΙΝΩΝ,403,888,804,0,-85,1597,2021-05-12T00:00:00,41465,41466,22422,0,63204
ΚΑΒΑΛΑΣ,104,467,579,0,-61,1006,2021-05-12T00:00:00,27069,27069,15059,0,41788
ΚΑΛΥΜΝΟΥ,1203,103,306,0,-35,340,2021-05-12T00:00:00,7488,7488,4917,0,11986
ΚΑΡΔΙΤΣΑΣ,501,577,448,0,-78,975,2021-05-12T00:00:00,27419,27419,12097,0,39176
ΚΑΡΠΑΘΟΥ,1204,68,52,0,-10,120,2021-05-12T00:00:00,2961,2961,1948,0,4909
ΚΑΣΤΟΡΙΑΣ,302,216,391,0,-30,573,2021-05-12T00:00:00,14923,14923,9251,0,23855
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,20,98,0,-42,118,2021-05-12T00:00:00,2458,2458,1746,0,4204
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,3671,6896,0,-94,9922,2021-05-12T00:00:00,309501,309503,186510,0,491781
ΚΕΡΚΥΡΑΣ,603,696,552,0,-21,1157,2021-05-12T00:00:00,25533,25533,13176,0,38329
ΚΕΦΑΛΛΗΝΙΑΣ,604,203,295,0,-20,453,2021-05-12T00:00:00,10157,10157,6314,0,16059
ΚΙΛΚΙΣ,203,399,385,0,-57,729,2021-05-12T00:00:00,18575,18575,12828,0,30903
ΚΟΖΑΝΗΣ,303,597,879,0,-33,1376,2021-05-12T00:00:00,33679,33679,19099,0,52078
ΚΟΡΙΝΘΙΑΣ,1003,749,596,0,-19,1295,2021-05-12T00:00:00,29921,29921,11971,0,41557
ΚΩ,1206,99,176,0,-18,275,2021-05-12T00:00:00,7805,7805,4573,0,12378
ΛΑΚΩΝΙΑΣ,1004,453,436,0,-38,799,2021-05-12T00:00:00,18889,18889,10359,0,28558
ΛΑΡΙΣΑΣ,502,1447,1297,0,16,2647,2021-05-12T00:00:00,57138,57138,26482,0,82940
ΛΑΣΙΘΙΟΥ,1302,303,722,0,-61,886,2021-05-12T00:00:00,22768,22768,15802,0,37351
ΛΕΣΒΟΥ,1102,271,490,0,28,666,2021-05-12T00:00:00,17284,17284,9957,0,26841
ΛΕΥΚΑΔΑΣ,605,184,137,0,-7,276,2021-05-12T00:00:00,7243,7243,3959,0,10872
ΛΗΜΝΟΥ,1103,95,78,0,-36,167,2021-05-12T00:00:00,4610,4610,2584,0,7019
ΜΑΓΝΗΣΙΑΣ,503,982,924,0,11,1856,2021-05-12T00:00:00,39473,39473,19532,0,58665
ΜΕΣΣΗΝΙΑΣ,1005,919,818,0,-12,1637,2021-05-12T00:00:00,34509,34509,17914,0,51739
ΜΗΛΟΥ,1207,298,152,0,10,450,2021-05-12T00:00:00,5734,5734,3601,0,9335
ΜΥΚΟΝΟΥ,1208,37,52,0,5,89,2021-05-12T00:00:00,1629,1629,1230,0,2859
ΝΑΞΟΥ,1209,86,131,0,-20,217,2021-05-12T00:00:00,4804,4804,2762,0,7566
ΝΗΣΩΝ,906,168,762,0,141,930,2021-05-12T00:00:00,20536,20537,13045,0,33582
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,3927,2223,0,-204,6100,2021-05-12T00:00:00,112422,112422,38385,0,150467
ΞΑΝΘΗΣ,105,361,486,0,-60,797,2021-05-12T00:00:00,19430,19430,10589,0,29679
ΠΑΡΟΥ,1210,131,32,0,74,163,2021-05-12T00:00:00,2797,2797,1692,0,4489
ΠΕΙΡΑΙΩΣ,908,775,1648,0,-10,2323,2021-05-12T00:00:00,82461,82461,47964,0,129771
ΠΕΛΛΑΣ,204,323,1069,0,-72,1337,2021-05-12T00:00:00,33406,33407,22755,0,55567
ΠΙΕΡΙΑΣ,205,357,732,0,-16,1040,2021-05-12T00:00:00,26367,26367,16568,0,42586
ΠΡΕΒΕΖΑΣ,404,292,349,0,18,591,2021-05-12T00:00:00,15936,15936,6040,0,21626
ΡΕΘΥΜΝΟΥ,1303,275,482,0,12,707,2021-05-12T00:00:00,19092,19092,11246,0,29988
ΡΟΔΟΠΗΣ,106,405,472,0,-36,827,2021-05-12T00:00:00,19552,19552,9924,0,29131
ΡΟΔΟΥ,1211,540,404,0,53,844,2021-05-12T00:00:00,20035,20035,9638,0,29278
ΣΑΜΟΥ,1104,128,129,0,3,257,2021-05-12T00:00:00,6188,6188,3171,0,9359
ΣΕΡΡΩΝ,206,641,757,0,-7,1348,2021-05-12T00:00:00,32601,32601,15500,0,47751
ΣΠΟΡΑΔΩΝ,504,180,185,0,16,365,2021-05-12T00:00:00,4953,4953,2530,0,7483
ΣΥΡΟΥ,1212,125,120,0,12,200,2021-05-12T00:00:00,5292,5292,2783,0,7735
ΤΗΝΟΥ,1213,87,16,0,-17,103,2021-05-12T00:00:00,2598,2598,1434,0,4032
ΤΡΙΚΑΛΩΝ,505,648,534,0,19,1133,2021-05-12T00:00:00,28401,28401,14582,0,42644
ΦΘΙΩΤΙΔΑΣ,804,742,710,0,26,1402,2021-05-12T00:00:00,32224,32224,15929,0,47803
ΦΛΩΡΙΝΑΣ,304,167,387,0,-38,549,2021-05-12T00:00:00,13137,13137,8989,0,21921
ΦΩΚΙΔΑΣ,805,195,226,0,-44,376,2021-05-12T00:00:00,7596,7596,4393,0,11664
ΧΑΛΚΙΔΙΚΗΣ,207,465,641,0,-36,1061,2021-05-12T00:00:00,24462,24462,13352,0,37480
ΧΑΝΙΩΝ,1304,809,896,0,-62,1655,2021-05-12T00:00:00,40097,40097,22862,0,62610
ΧΙΟΥ,1105,336,225,0,53,461,2021-05-12T00:00:00,11518,11519,5165,0,16284
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,1309,864,0,120,2074,2021-05-08T00:00:00,36591,36591,12985,0,49198
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,1021,1308,0,-154,2284,2021-05-08T00:00:00,65419,65419,26840,0,92060
ΑΝΔΡΟΥ,1201,36,66,0,-133,102,2021-05-08T00:00:00,2827,2827,1336,0,4163
ΑΡΓΟΛΙΔΑΣ,1001,541,633,0,-24,1079,2021-05-08T00:00:00,21955,21955,10320,0,31890
ΑΡΚΑΔΙΑΣ,1002,463,388,0,-42,801,2021-05-08T00:00:00,18370,18370,7716,0,25888
ΑΡΤΑΣ,401,341,286,0,42,577,2021-05-08T00:00:00,12561,12561,7769,0,20140
ΑΧΑΪΑΣ,702,2151,1234,0,142,3195,2021-05-08T00:00:00,62078,62078,28211,0,89534
ΒΟΙΩΤΙΑΣ,801,601,806,0,19,1307,2021-05-08T00:00:00,28172,28172,11897,0,39684
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,7050,2801,0,441,9651,2021-05-08T00:00:00,251670,251671,137121,0,388010
ΓΡΕΒΕΝΩΝ,301,114,271,0,-19,340,2021-05-08T00:00:00,8179,8179,4977,0,12966
ΔΡΑΜΑΣ,101,378,492,0,-36,820,2021-05-08T00:00:00,18077,18077,9888,0,27770
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,231,513,0,32,744,2021-05-08T00:00:00,20304,20305,9873,0,30178
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,5234,2425,0,137,7560,2021-05-08T00:00:00,116330,116331,53296,0,169239
ΕΒΡΟΥ,102,680,821,0,7,1402,2021-05-08T00:00:00,30536,30536,16583,0,46720
ΕΥΒΟΙΑΣ,802,764,1137,0,22,1783,2021-05-08T00:00:00,41175,41176,21302,0,62017
ΕΥΡΥΤΑΝΙΑΣ,803,76,123,0,-27,154,2021-05-08T00:00:00,3621,3621,2208,0,5654
ΖΑΚΥΝΘΟΥ,601,318,208,0,28,481,2021-05-08T00:00:00,8386,8386,4054,0,12250
ΗΛΕΙΑΣ,703,1029,747,0,-14,1658,2021-05-08T00:00:00,29004,29004,13256,0,41835
ΗΜΑΘΙΑΣ,201,583,758,0,-89,1253,2021-05-08T00:00:00,26984,26984,14324,0,40970
ΗΡΑΚΛΕΙΟΥ,1301,1639,1265,0,-79,2809,2021-05-08T00:00:00,60599,60599,28200,0,88410
ΘΑΣΟΥ,103,125,115,0,2,240,2021-05-08T00:00:00,3817,3817,2393,0,6210
ΘΕΣΠΡΩΤΙΑΣ,402,177,441,0,8,568,2021-05-08T00:00:00,14211,14211,8290,0,22301
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,5700,7141,0,377,12503,2021-05-08T00:00:00,284743,284746,140068,0,423435
ΘΗΡΑΣ,1202,129,515,0,293,594,2021-05-08T00:00:00,4814,4814,3064,0,7683
ΙΘΑΚΗΣ,602,2,89,0,8,91,2021-05-08T00:00:00,1662,1662,1218,0,2880
ΙΚΑΡΙΑΣ,1101,150,78,0,64,228,2021-05-08T00:00:00,3579,3579,1889,0,5468
ΙΩΑΝΝΙΝΩΝ,403,1026,832,0,117,1758,2021-05-08T00:00:00,38708,38709,19939,0,58259
ΚΑΒΑΛΑΣ,104,667,611,0,-11,1228,2021-05-08T00:00:00,25416,25416,13208,0,38424
ΚΑΛΥΜΝΟΥ,1203,179,217,0,-91,341,2021-05-08T00:00:00,6764,6764,4109,0,10678
ΚΑΡΔΙΤΣΑΣ,501,608,503,0,-22,1066,2021-05-08T00:00:00,25591,25591,10572,0,35973
ΚΑΡΠΑΘΟΥ,1204,68,52,0,-21,120,2021-05-08T00:00:00,2764,2764,1775,0,4539
ΚΑΣΤΟΡΙΑΣ,302,242,412,0,-26,609,2021-05-08T00:00:00,14235,14235,8017,0,22062
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,42,84,0,-61,126,2021-05-08T00:00:00,2390,2390,1323,0,3713
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,3981,7128,0,172,10468,2021-05-08T00:00:00,298512,298514,165500,0,461705
ΚΕΡΚΥΡΑΣ,603,726,566,0,40,1243,2021-05-08T00:00:00,23482,23482,11478,0,34766
ΚΕΦΑΛΛΗΝΙΑΣ,604,198,326,0,-8,474,2021-05-08T00:00:00,9492,9492,5385,0,14640
ΚΙΛΚΙΣ,203,382,547,0,17,849,2021-05-08T00:00:00,17383,17383,11432,0,28515
ΚΟΖΑΝΗΣ,303,674,892,0,-74,1466,2021-05-08T00:00:00,31751,31751,16379,0,47730
ΚΟΡΙΝΘΙΑΣ,1003,719,699,0,43,1368,2021-05-08T00:00:00,27794,27794,10003,0,37602
ΚΩ,1206,115,195,0,31,310,2021-05-08T00:00:00,7524,7524,3981,0,11505
ΛΑΚΩΝΙΑΣ,1004,488,509,0,15,897,2021-05-08T00:00:00,17494,17494,8914,0,26008
ΛΑΡΙΣΑΣ,502,1532,1395,0,85,2828,2021-05-08T00:00:00,52840,52840,22358,0,74809
ΛΑΣΙΘΙΟΥ,1302,395,809,0,42,1024,2021-05-08T00:00:00,21750,21750,13505,0,34535
ΛΕΣΒΟΥ,1102,341,429,0,-23,720,2021-05-08T00:00:00,16471,16471,8543,0,24809
ΛΕΥΚΑΔΑΣ,605,178,154,0,5,282,2021-05-08T00:00:00,6699,6699,3509,0,10018
ΛΗΜΝΟΥ,1103,138,102,0,3,211,2021-05-08T00:00:00,4240,4240,2291,0,6432
ΜΑΓΝΗΣΙΑΣ,503,1052,970,0,50,1977,2021-05-08T00:00:00,36541,36541,16694,0,53040
ΜΕΣΣΗΝΙΑΣ,1005,1009,862,0,-12,1776,2021-05-08T00:00:00,31721,31721,15397,0,46728
ΜΗΛΟΥ,1207,195,126,0,-7,321,2021-05-08T00:00:00,4740,4740,3168,0,7908
ΜΥΚΟΝΟΥ,1208,14,76,0,0,90,2021-05-08T00:00:00,1536,1536,1066,0,2602
ΝΑΞΟΥ,1209,100,277,0,149,377,2021-05-08T00:00:00,4522,4522,2357,0,6879
ΝΗΣΩΝ,906,458,694,0,-345,1152,2021-05-08T00:00:00,19848,19849,11090,0,30939
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,4268,2350,0,388,6568,2021-05-08T00:00:00,100369,100369,31418,0,131592
ΞΑΝΘΗΣ,105,501,480,0,-66,935,2021-05-08T00:00:00,18071,18071,9110,0,26986
ΠΑΡΟΥ,1210,13,83,0,0,96,2021-05-08T00:00:00,2553,2553,1593,0,4146
ΠΕΙΡΑΙΩΣ,908,730,1717,0,92,2358,2021-05-08T00:00:00,80317,80317,42788,0,122741
ΠΕΛΛΑΣ,204,398,1177,0,17,1481,2021-05-08T00:00:00,32350,32351,19379,0,51361
ΠΙΕΡΙΑΣ,205,399,789,0,36,1137,2021-05-08T00:00:00,25247,25247,14334,0,39381
ΠΡΕΒΕΖΑΣ,404,279,391,0,-22,620,2021-05-08T00:00:00,15083,15083,4923,0,19806
ΡΕΘΥΜΝΟΥ,1303,266,525,0,8,741,2021-05-08T00:00:00,18301,18301,9682,0,27783
ΡΟΔΟΠΗΣ,106,462,493,0,-34,905,2021-05-08T00:00:00,18267,18267,8457,0,26529
ΡΟΔΟΥ,1211,464,337,0,-29,756,2021-05-08T00:00:00,18493,18493,8537,0,26835
ΣΑΜΟΥ,1104,111,145,0,-12,256,2021-05-08T00:00:00,5818,5818,2772,0,8590
ΣΕΡΡΩΝ,206,751,852,0,105,1553,2021-05-08T00:00:00,30620,30620,13062,0,43482
ΣΠΟΡΑΔΩΝ,504,182,179,0,85,361,2021-05-08T00:00:00,4384,4384,1977,0,6361
ΣΥΡΟΥ,1212,141,116,0,-7,207,2021-05-08T00:00:00,4932,4932,2421,0,7158
ΤΗΝΟΥ,1213,81,69,0,78,150,2021-05-08T00:00:00,2120,2120,1335,0,3455
ΤΡΙΚΑΛΩΝ,505,620,619,0,16,1194,2021-05-08T00:00:00,26571,26571,12836,0,39217
ΦΘΙΩΤΙΔΑΣ,804,754,714,0,-60,1418,2021-05-08T00:00:00,30035,30035,13712,0,43547
ΦΛΩΡΙΝΑΣ,304,145,505,0,-3,610,2021-05-08T00:00:00,12682,12682,7632,0,20179
ΦΩΚΙΔΑΣ,805,240,228,0,-20,418,2021-05-08T00:00:00,6933,6933,3672,0,10425
ΧΑΛΚΙΔΙΚΗΣ,207,520,675,0,-9,1149,2021-05-08T00:00:00,22992,22992,11367,0,34171
ΧΑΝΙΩΝ,1304,874,944,0,8,1768,2021-05-08T00:00:00,37647,37647,20046,0,57494
ΧΙΟΥ,1105,265,193,0,-3,408,2021-05-08T00:00:00,10646,10647,4559,0,15006
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,693,1126,0,-64,1739,2021-06-17T00:00:00,67952,67952,46102,0,112037
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,426,1413,0,21,1747,2021-06-17T00:00:00,101939,101941,60032,0,160851
ΑΝΔΡΟΥ,1201,0,132,0,6,132,2021-06-17T00:00:00,5640,5640,4510,0,10150
ΑΡΓΟΛΙΔΑΣ,1001,269,725,0,-51,909,2021-06-17T00:00:00,39317,39317,26344,0,63558
ΑΡΚΑΔΙΑΣ,1002,285,492,0,20,726,2021-06-17T00:00:00,30520,30520,20548,0,50008
ΑΡΤΑΣ,401,191,404,0,-28,550,2021-06-17T00:00:00,22286,22286,16677,0,37913
ΑΧΑΪΑΣ,702,1007,2234,0,-15,3101,2021-06-17T00:00:00,117817,117817,78875,0,192714
ΒΟΙΩΤΙΑΣ,801,419,854,0,25,1178,2021-06-17T00:00:00,49953,49954,31627,0,79623
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,5872,4719,0,378,10182,2021-06-17T00:00:00,431060,431067,301472,0,727156
ΓΡΕΒΕΝΩΝ,301,95,250,0,-25,310,2021-06-17T00:00:00,14046,14046,10319,0,23415
ΔΡΑΜΑΣ,101,199,574,0,24,733,2021-06-17T00:00:00,31318,31318,23235,0,53524
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,144,479,0,-29,623,2021-06-17T00:00:00,32121,32122,20860,0,52982
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,3808,3552,0,-48,7179,2021-06-17T00:00:00,258019,258021,172480,0,428279
ΕΒΡΟΥ,102,570,824,0,-170,1294,2021-06-17T00:00:00,53590,53591,40093,0,91503
ΕΥΒΟΙΑΣ,802,528,1267,0,-85,1694,2021-06-17T00:00:00,71951,71952,50058,0,119327
